,X1,X2,X3,X4,X5
0,-226.03335,1.66519,12.97968,-14.64487,-300.97823
1,-2892.04731,-21.44196,42.28156,-20.83960,-2554.49139
2,-596.75388,-2.08951,-4.11857,6.20808,-352.91090
3,-1635.06523,-20.74040,41.20465,-20.46425,-1182.66424
4,-765.94735,-1.23615,2.78754,-1.55139,-746.42583
