,X1,X2,X3,X4,X5
0,-512.40988,-7.65309,7.65309,-9.80410,-353.16804
1,-2274.93903,-12.22297,12.22297,-38.22734,-2493.01856
2,-534.18630,-41.78416,18.26006,-18.26006,-514.66787
3,-670.04390,-12.52382,-8.19395,8.19395,-713.68804
4,-574.38823,-35.15335,-46.63975,35.15335,-808.79793
