,X1,X2,X3,X4,X5
0,-1950.59136,20.59081,-20.59081,-43.10947,-1669.24584
1,-1917.81781,0.09840,-45.42274,-0.09840,-1488.89134
2,-936.97233,-0.66288,0.66288,-40.67027,-743.07755
3,-188.78933,0.94964,-0.94964,-43.62509,-326.02287
4,-1080.67845,-37.97763,-7.69189,7.69189,-954.37580
