,X1,X2,X3,X4,X5
0,-358.28139,-19.71760,11.22149,8.49610,-444.62746
1,-541.15297,-27.20530,29.55146,-2.34616,-520.00973
2,-707.74565,39.14334,-21.74778,-17.39556,-1081.67488
3,-700.26815,-7.03004,-0.44168,7.47172,-774.67771
4,-2795.69629,11.13547,10.77299,-21.90846,-3040.05812
