,X1,X2,X3,X4,X5
0,0.26566,0.14279,0.09027,0.26586,0.38088
1,0.15835,0.05314,0.14256,0.15835,0.38777
2,0.27465,0.11434,0.27195,0.27209,0.49201
3,0.22771,0.09303,0.23110,0.22774,0.44435
4,0.18384,0.10686,0.09303,0.18424,0.45616
