,X1,X2,X3,X4,X5
0,0.30100,0.23186,0.22006,0.30077,0.44925
1,0.17900,0.17855,0.17900,0.17920,0.41331
2,0.18051,0.27690,0.13596,0.18068,0.48950
3,0.27613,0.20376,0.04740,0.27477,0.41872
4,0.30387,0.13514,0.09499,0.30552,0.44515
