,X1,X2,X3,X4,X5
0,-128405008114682432.00000,-36.26031,36.26031,-48.31444,-308172019475237760.00000
1,-363726091788040128.00000,30.69032,-30.69032,-62.07439,-352704089006584384.00000
2,-16724.99214,113.60455,-113.60455,-115.29123,-17378.52608
3,-502355100270252864.00000,-171.73653,-1.17770,1.17770,-932945186216183936.00000
4,-176332719793184864.00000,30.24325,-30.24325,-37.22618,-193397176547364064.00000
