,X1,X2,X3,X4,X5
0,0.27572,-0.35799,-0.01873,0.27146,0.38786
1,0.06686,0.25320,-0.21479,0.06354,0.07492
2,0.34092,0.08582,-0.08914,0.33262,0.56757
3,0.07942,-0.11119,-0.23376,0.08582,0.35111
4,0.20697,0.22973,0.05429,0.18350,0.45211
